Customer_ID,First_Name,Last_Name,Email,Phone,Country,State,City,Join_Date,Status,Customer_Type,Revenue,Credit_Score
1014,Ananya,Verma,ananya.verma1014@example.com,9387262473,India,Telangana,Hyderabad,2023-06-27,Inactive,SME,15588.4,783
1015,Vivek,Sharma,vivek.sharma1015@example.com,9132677360,India,Karnataka,Bengaluru,2023-02-16,Active,Corporate,40515.26,851
1016,Sneha,Rao,sneha.rao1016@example.com,9687234309,India,Delhi,New Delhi,2021-05-05,Active,Retail,8471.21,694
1017,Vivek,Das,vivek.das1017@example.com,9208121913,India,Tamil Nadu,Chennai,2021-09-03,Inactive,SME,37686.09,754
1018,Aarav,Joshi,aarav.joshi1018@example.com,9169985435,India,Karnataka,Bengaluru,2022-06-28,Active,SME,97179.62,684
1019,Kiran,Reddy,kiran.reddy1019@example.com,9079911838,India,Maharashtra,Pune,2021-09-29,Inactive,Retail,132011.27,639
1020,Rahul,Patel,rahul.patel1020@example.com,9784980841,India,Karnataka,Bengaluru,2022-06-26,Active,Retail,111620.09,529
1021,Rahul,Rao,rahul.rao1021@example.com,9935348740,India,Telangana,Hyderabad,2024-07-23,Active,Corporate,7568.93,620
1022,Priya,Rao,priya.rao1022@example.com,9278680112,India,Delhi,New Delhi,2021-03-15,Inactive,SME,83326.24,670
1023,Priya,Sharma,priya.sharma1023@example.com,9450533158,India,Tamil Nadu,Chennai,2024-06-25,Active,Retail,129826.25,859
1024,Priya,Nair,priya.nair1024@example.com,9025634216,India,Telangana,Hyderabad,2023-08-22,Active,Corporate,53099.11,870
1025,Ananya,Verma,ananya.verma1025@example.com,9036541458,India,Tamil Nadu,Chennai,2024-10-23,Inactive,SME,50341.33,464
1026,Sai,Rao,sai.rao1026@example.com,9294019655,India,Tamil Nadu,Chennai,2024-05-26,Inactive,Retail,58394.12,745
1027,Ananya,Rao,ananya.rao1027@example.com,9060883561,India,Maharashtra,Pune,2024-06-30,Active,Retail,108243.39,603
1028,Vivek,Rao,vivek.rao1028@example.com,9656482366,India,Karnataka,Bengaluru,2024-06-14,Active,Corporate,82642.64,450
1029,Rahul,Rao,rahul.rao1029@example.com,9369957773,India,Delhi,New Delhi,2023-08-28,Active,SME,26284.02,493
1030,Rahul,Das,rahul.das1030@example.com,9951343320,India,Telangana,Hyderabad,2022-05-17,Inactive,SME,127610.92,487
1031,Sneha,Nair,sneha.nair1031@example.com,9936763201,India,Tamil Nadu,Chennai,2022-03-25,Active,SME,78175.7,475
1032,Vivek,Verma,vivek.verma1032@example.com,9172788957,India,Delhi,New Delhi,2023-10-31,Active,SME,67441.13,531
1033,Neha,Gupta,neha.gupta1033@example.com,9743487347,India,Telangana,Hyderabad,2022-08-09,Active,Corporate,48636.73,726
1034,Sai,Patel,sai.patel1034@example.com,9236231665,India,Delhi,New Delhi,2023-08-13,Active,Retail,125100.78,649
1035,Meera,Sharma,meera.sharma1035@example.com,9967054668,India,Delhi,New Delhi,2024-05-20,Inactive,Corporate,33693.82,673
1036,Sneha,Sharma,sneha.sharma1036@example.com,9656272980,India,Tamil Nadu,Chennai,2024-04-27,Active,Retail,13508.17,669
1037,Priya,Gupta,priya.gupta1037@example.com,9204653755,India,Tamil Nadu,Chennai,2022-07-24,Active,Corporate,38588.46,491
1038,Sneha,Sharma,,9805310033,India,Telangana,Hyderabad,2024-06-26,Active,Retail,71560.6,508
1039,Meera,Verma,meera.verma1039@example.com,9745299124,India,Telangana,Hyderabad,2024-03-31,Active,Corporate,86793.71,642
1040,Rohit,Verma,rohit.verma1040@example.com,9193149190,India,Maharashtra,Pune,2023-12-28,Active,Corporate,11274.55,781
1041,Kiran,Sharma,kiran.sharma1041@example.com,9671657262,India,Delhi,New Delhi,2024-08-25,Active,SME,116421.58,688
1042,Rohit,Joshi,rohit.joshi1042@example.com,9453147379,India,Delhi,New Delhi,2024-09-30,Active,Retail,74651.67,616
1043,Priya,Gupta,priya.gupta1043@example.com,9354549480,India,Delhi,New Delhi,2022-01-27,Active,SME,61557.79,734
1044,Ananya,Gupta,ananya.gupta1044@example.com,9770143634,India,Delhi,New Delhi,2023-01-26,Active,SME,52219.85,831
1045,Vivek,Singh,vivek.singh1045@example.com,9574443135,India,Telangana,Hyderabad,2024-01-03,Inactive,SME,28587.33,560
1046,Neha,Gupta,neha.gupta1046@example.com,9498941343,India,Maharashtra,Pune,2022-01-03,Active,SME,80586.13,590
1047,Aarav,Sharma,aarav.sharma1047@example.com,9842710947,India,Tamil Nadu,Chennai,2023-06-22,Active,Retail,38619.28,891
1048,Sneha,Reddy,sneha.reddy1048@example.com,9167190229,India,Maharashtra,Pune,2021-06-24,Inactive,Retail,84152.88,663
1049,Meera,Joshi,meera.joshi1049@example.com,9938677496,India,Maharashtra,Pune,2024-03-10,Active,SME,144056.21,500
1050,Ananya,Verma,ananya.verma1050@example.com,9412328120,India,Tamil Nadu,Chennai,2023-07-12,Active,Corporate,44397.63,568
1051,Rahul,Rao,rahul.rao1051@example.com,9713493618,India,Karnataka,Bengaluru,2024-08-19,Active,Corporate,124168.04,486
1052,Aarav,Patel,aarav.patel1052@example.com,9499471746,India,Maharashtra,Pune,2023-10-22,Active,Corporate,12985.84,470
1053,Rohit,Singh,rohit.singh1053@example.com,9940139904,India,Delhi,New Delhi,2021-03-24,Active,Retail,71104.62,783
1054,Sneha,Rao,sneha.rao1054@example.com,9296717565,India,Maharashtra,Pune,2024-10-04,Active,Retail,50140.75,805
1055,Sneha,Rao,sneha.rao1055@example.com,9680715451,India,Tamil Nadu,Chennai,2023-11-20,Inactive,Retail,98991.4,727
1056,Sneha,Nair,sneha.nair1056@example.com,9038597703,India,Maharashtra,Pune,2024-01-30,Active,Corporate,66279.3,807
1057,Sneha,Reddy,sneha.reddy1057@example.com,9093248086,India,Telangana,Hyderabad,2022-04-06,Inactive,Retail,69755.74,510
1058,Arjun,Patel,arjun.patel1058@example.com,,India,Delhi,New Delhi,2021-10-24,Active,SME,76727.89,900
1059,Priya,Reddy,priya.reddy1059@example.com,9465840449,India,Delhi,New Delhi,2024-09-13,Active,Retail,67535.56,697
1060,Kiran,Singh,kiran.singh1060@example.com,9886753396,India,Karnataka,Bengaluru,2023-04-22,Active,SME,71473.46,865
1061,Rohit,Nair,rohit.nair1061@example.com,9270289517,India,Telangana,Hyderabad,2023-12-14,Inactive,Retail,108644.13,659
1062,Arjun,Patel,arjun.patel1062@example.com,9174596158,India,Tamil Nadu,Chennai,2022-10-11,Active,Corporate,130985.07,468
1063,Meera,Reddy,meera.reddy1063@example.com,9343161172,India,Maharashtra,Pune,2021-03-01,Active,Retail,44711.8,641
1064,Rohit,Patel,rohit.patel1064@example.com,9386922219,India,Tamil Nadu,Chennai,2024-06-23,Active,Corporate,137011.52,523
1065,Ananya,Gupta,ananya.gupta1065@example.com,9474074821,India,Tamil Nadu,Chennai,2022-12-09,Inactive,Corporate,96201.87,667
1066,Neha,Rao,neha.rao1066@example.com,9743671369,India,Maharashtra,Pune,2024-03-23,Active,SME,44989.38,874
1067,Arjun,Nair,arjun.nair1067@example.com,9409097439,India,Maharashtra,Pune,2022-03-25,Active,SME,38343.39,836
1068,Neha,Patel,neha.patel1068@example.com,9104709521,India,Maharashtra,Pune,2022-11-01,Active,Retail,30918.42,852
1069,Vivek,Singh,vivek.singh1069@example.com,9884247451,India,Tamil Nadu,Chennai,2021-06-04,Active,Retail,129160.95,820
1070,Arjun,Nair,arjun.nair1070@example.com,9851604817,India,Maharashtra,Pune,2024-10-09,Active,Corporate,88099.45,871
1071,Arjun,Singh,arjun.singh1071@example.com,9137098593,India,Telangana,Hyderabad,2024-07-25,Inactive,SME,46026.34,659
1072,Sai,Patel,sai.patel1072@example.com,9004711382,India,Tamil Nadu,Chennai,2023-07-19,Active,SME,104776.11,726
1073,Rohit,Joshi,rohit.joshi1073@example.com,9261796405,India,Karnataka,Bengaluru,2023-06-28,Active,Retail,-5000.0,500
1074,Arjun,Singh,arjun.singh1074@example.com,9850643171,India,Karnataka,Bengaluru,2024-08-07,Active,Retail,8536.2,620
1075,Ananya,Patel,ananya.patel1075@example.com,9931839335,India,Karnataka,Bengaluru,2024-05-05,Active,Retail,148141.57,726
1076,Rahul,Patel,rahul.patel1076@example.com,9102053950,India,Karnataka,Bengaluru,2022-06-28,Active,SME,63723.12,508
1077,Neha,Reddy,neha.reddy1077@example.com,9775891783,India,Delhi,New Delhi,2021-03-30,Active,SME,78696.23,684
1078,Arjun,Sharma,arjun.sharma1078@example.com,9076617711,India,Maharashtra,Pune,2024-05-30,Active,Retail,41977.38,774
1079,Meera,Das,meera.das1079@example.com,9569847896,India,Telangana,Hyderabad,2021-08-23,Inactive,SME,131778.23,732
1080,Neha,Verma,neha.verma1080@example.com,9673657661,India,Maharashtra,Pune,2023-05-25,Active,Corporate,56770.85,528
1081,Arjun,Gupta,arjun.gupta1081@example.com,9111161528,India,Telangana,Hyderabad,2024-04-16,Inactive,SME,50117.25,512
1082,Rohit,Singh,rohit.singh1082@example.com,9604945198,India,Karnataka,Bengaluru,2021-11-13,Active,Retail,127243.95,629
1083,Vivek,Singh,vivek.singh1083@example.com,9149368998,India,Telangana,Hyderabad,2024-06-01,Inactive,SME,40849.71,542
1084,Rahul,Rao,rahul.rao1084@example.com,9550229612,India,Telangana,Hyderabad,2021-07-07,Active,Retail,57052.97,682
1085,Kiran,Patel,kiran.patel1085@example.com,9545991022,India,Delhi,New Delhi,2021-04-12,Active,Corporate,67023.83,667
1086,Sneha,Joshi,sneha.joshi1086@example.com,9764381561,India,Maharashtra,Pune,2024-10-20,Active,Corporate,79513.18,607
1087,Aarav,Verma,aarav.verma1087@example.com,9690034324,India,Maharashtra,Pune,2022-11-03,Active,Corporate,112305.1,539
1088,Priya,Nair,invalid_email,9838851606,India,Telangana,Hyderabad,2023-07-31,Inactive,Corporate,86788.11,743
1089,Rohit,Nair,rohit.nair1089@example.com,9416052975,India,Telangana,Hyderabad,2023-06-14,Inactive,Retail,65915.8,655
1090,Vivek,Reddy,vivek.reddy1090@example.com,9645352181,India,Delhi,New Delhi,2023-11-11,Active,Corporate,53313.86,869
1091,Arjun,Patel,arjun.patel1091@example.com,9312432921,India,Karnataka,Bengaluru,2024-07-10,Active,SME,114221.7,679
1092,Arjun,Joshi,arjun.joshi1092@example.com,9955271774,India,Maharashtra,Pune,2024-04-26,Active,SME,12054.41,686
1093,Sneha,Sharma,sneha.sharma1093@example.com,9054119986,India,Tamil Nadu,Chennai,2024-04-03,Active,SME,134485.64,680
1094,Meera,Verma,meera.verma1094@example.com,9597820715,India,Telangana,Hyderabad,2023-10-31,Active,Retail,37913.81,674
1095,Sneha,Das,sneha.das1095@example.com,9892554665,India,Delhi,New Delhi,2021-04-18,Active,SME,50862.75,618
1096,Sai,Das,sai.das1096@example.com,9644925192,India,Maharashtra,Pune,2022-09-28,Inactive,SME,99658.14,516
1097,Meera,Reddy,meera.reddy1097@example.com,9486528168,India,Maharashtra,Pune,2021-02-07,Active,Retail,142724.23,624
1098,Sneha,Verma,sneha.verma1098@example.com,9322141888,India,Telangana,Hyderabad,2024-09-17,Active,SME,20526.31,642
1099,Priya,Patel,priya.patel1099@example.com,9292706537,India,Delhi,New Delhi,2022-08-07,Active,Corporate,35866.44,572
1100,Rahul,Gupta,rahul.gupta1100@example.com,9359774688,India,Tamil Nadu,Chennai,2021-11-28,Inactive,SME,21621.38,578
1101,Aarav,Gupta,aarav.gupta1101@example.com,9581814124,India,Tamil Nadu,Chennai,2023-11-18,Active,Corporate,14665.32,563
1102,Sneha,Singh,sneha.singh1102@example.com,9060685361,India,Maharashtra,Pune,2022-04-05,Active,Retail,126037.27,782
1103,Kiran,Patel,kiran.patel1103@example.com,9204727790,India,Telangana,Hyderabad,2021-02-08,Active,Retail,82771.83,822
1104,Meera,Das,meera.das1104@example.com,9614341036,India,Delhi,New Delhi,2023-07-26,Active,Corporate,89914.12,458
1105,Arjun,Das,arjun.das1105@example.com,9932460953,India,Delhi,New Delhi,2023-05-04,Active,SME,13756.48,634
1106,Sai,Das,sai.das1106@example.com,9888806706,India,Maharashtra,Pune,2022-06-04,Active,Corporate,118489.48,626
1107,Ananya,Reddy,ananya.reddy1107@example.com,9952058527,India,Tamil Nadu,Chennai,2024-07-17,Active,Retail,10401.98,847
1108,Sneha,Sharma,sneha.sharma1108@example.com,9430305486,India,Delhi,New Delhi,2023-08-28,Active,SME,29474.41,632
1109,Aarav,Singh,aarav.singh1109@example.com,9415667652,India,Tamil Nadu,Chennai,2023-10-16,Active,SME,40741.38,492
1110,Neha,Nair,neha.nair1110@example.com,9169284511,India,Maharashtra,Pune,2024-09-15,Active,Corporate,90790.62,668
1111,Priya,Gupta,priya.gupta1111@example.com,9570596401,India,Tamil Nadu,Chennai,2023-01-15,Active,SME,102232.18,465
1112,Priya,Joshi,priya.joshi1112@example.com,9702135569,India,Telangana,Hyderabad,2024-05-24,Active,Corporate,142374.71,640
1113,Sneha,Reddy,sneha.reddy1113@example.com,9928565431,India,Telangana,Hyderabad,2022-01-17,Active,Corporate,137117.83,510
1114,Rahul,Rao,rahul.rao1114@example.com,9739473121,India,Tamil Nadu,Chennai,2021-12-20,Inactive,Corporate,149592.1,864
1115,Arjun,Singh,arjun.singh1115@example.com,9518844225,India,Delhi,New Delhi,2022-04-05,Active,Retail,119017.79,571
1116,Sneha,Sharma,sneha.sharma1116@example.com,9589578291,India,Telangana,Hyderabad,2022-09-26,Active,SME,108111.58,719
1117,Rohit,Nair,rohit.nair1117@example.com,9912517785,India,Karnataka,Bengaluru,2024-02-04,Active,Retail,115399.46,516
1118,Rohit,Das,,9018242253,India,Maharashtra,Pune,2023-11-29,Inactive,Retail,38340.19,775
1119,Vivek,Rao,vivek.rao1119@example.com,9249818299,India,Karnataka,Bengaluru,2021-12-17,Active,SME,135398.13,622
1120,Meera,Sharma,meera.sharma1120@example.com,9010943969,India,Telangana,Hyderabad,2023-10-17,Inactive,SME,44161.08,604
1121,Sneha,Verma,sneha.verma1121@example.com,9647102767,India,Tamil Nadu,Chennai,2022-02-22,Active,Retail,47574.79,817
1122,Kiran,Singh,kiran.singh1122@example.com,9625881537,India,Telangana,Hyderabad,2022-07-02,Active,Retail,15424.94,598
1123,Rohit,Joshi,rohit.joshi1123@example.com,9632595327,India,Delhi,New Delhi,2023-08-15,Active,Corporate,75108.17,496
1124,Rohit,Das,rohit.das1124@example.com,9733950047,India,Delhi,New Delhi,2024-09-01,Active,Corporate,80966.92,883
1125,Sai,Nair,sai.nair1125@example.com,9245650609,India,Delhi,New Delhi,2022-02-03,Active,Corporate,11956.23,708
1126,Sneha,Das,sneha.das1126@example.com,9499121655,India,Delhi,New Delhi,2023-01-19,Active,Retail,90766.98,655
1127,Vivek,Sharma,vivek.sharma1127@example.com,9002578729,India,Delhi,New Delhi,2021-10-14,Active,SME,48460.97,651
1128,Meera,Rao,meera.rao1128@example.com,9958887947,India,Telangana,Hyderabad,2023-01-25,Active,Retail,147004.81,748
1129,Rahul,Sharma,rahul.sharma1129@example.com,9974993097,India,Karnataka,Bengaluru,2023-12-10,Active,SME,116416.31,644
1130,Priya,Verma,priya.verma1130@example.com,9091307562,India,Tamil Nadu,Chennai,2022-02-22,Active,SME,138157.62,896
1131,Neha,Sharma,neha.sharma1131@example.com,9283857865,India,Karnataka,Bengaluru,2023-07-31,Inactive,Corporate,82394.71,796
1132,Neha,Rao,neha.rao1132@example.com,9973348434,India,Maharashtra,Pune,2022-03-01,Active,Corporate,48239.07,628
1133,Vivek,Rao,vivek.rao1133@example.com,9419866524,India,Telangana,Hyderabad,2022-08-13,Inactive,Retail,52608.16,676
1134,Arjun,Rao,arjun.rao1134@example.com,9733848421,India,Delhi,New Delhi,2024-04-16,Active,Retail,100805.26,721
1135,Ananya,Verma,ananya.verma1135@example.com,9016571208,India,Karnataka,Bengaluru,2023-04-14,Active,Corporate,72139.83,552
1136,Rahul,Singh,rahul.singh1136@example.com,9401938026,India,Karnataka,Bengaluru,2021-03-16,Inactive,Corporate,118406.13,545
1137,Neha,Rao,neha.rao1137@example.com,9004991547,India,Delhi,New Delhi,2023-12-10,Active,Retail,127807.9,689
1138,Rahul,Verma,rahul.verma1138@example.com,9152742054,India,Delhi,New Delhi,2024-10-13,Active,Retail,92032.22,777
1139,Rohit,Nair,rohit.nair1139@example.com,9851612275,India,Karnataka,Bengaluru,2021-01-14,Active,Retail,67563.59,586
1140,Kiran,Rao,kiran.rao1140@example.com,9990453017,India,Maharashtra,Pune,2021-11-24,Active,SME,138542.8,810
1141,Rahul,Reddy,rahul.reddy1141@example.com,9459332727,India,Delhi,New Delhi,2023-02-05,Active,SME,137006.74,837
1142,Vivek,Verma,vivek.verma1142@example.com,9391878519,India,Telangana,Hyderabad,2021-05-07,Inactive,SME,31121.36,724
1143,Priya,Patel,priya.patel1143@example.com,9587139718,India,Tamil Nadu,Chennai,2021-04-24,Active,SME,62898.26,738
1144,Aarav,Das,aarav.das1144@example.com,9740640391,India,Telangana,Hyderabad,2023-05-18,Active,Retail,81633.36,480
1145,Sai,Gupta,sai.gupta1145@example.com,9046226567,India,Tamil Nadu,Chennai,2023-02-09,Active,SME,131308.5,518
1146,Arjun,Singh,arjun.singh1146@example.com,9128682300,India,Maharashtra,Pune,2023-08-07,Active,SME,64195.08,644
1147,Ananya,Verma,ananya.verma1147@example.com,9752431069,India,Telangana,Hyderabad,2022-05-08,Active,Retail,89497.68,678
1148,Meera,Sharma,meera.sharma1148@example.com,9306738302,India,Delhi,New Delhi,2022-08-16,Active,SME,86840.44,745
1148,Meera,Singh,meera.singh1149@example.com,9342836440,India,Delhi,New Delhi,2024-04-26,Inactive,Retail,94272.98,668
1150,Vivek,Gupta,vivek.gupta1150@example.com,9056856624,India,Tamil Nadu,Chennai,2022-01-12,Active,Corporate,36904.26,565
1151,Rahul,Patel,rahul.patel1151@example.com,9708668826,India,Karnataka,Bengaluru,2022-06-07,Active,SME,12781.49,680
1152,Kiran,Reddy,kiran.reddy1152@example.com,9830469901,India,Karnataka,Bengaluru,2024-04-18,Active,SME,33335.46,556
1153,Kiran,Rao,kiran.rao1153@example.com,9033173936,India,Karnataka,Bengaluru,2024-02-05,Active,Corporate,57718.6,723
1154,Arjun,Singh,arjun.singh1154@example.com,9445877175,India,Karnataka,Bengaluru,2023-01-30,Active,Retail,84816.18,563
1155,Neha,Patel,neha.patel1155@example.com,9048996423,India,Maharashtra,Pune,2022-04-17,Active,Retail,75395.92,785
1156,Arjun,Singh,arjun.singh1156@example.com,9477725228,India,Tamil Nadu,Chennai,2022-01-12,Inactive,SME,148558.21,480
1157,Vivek,Sharma,vivek.sharma1157@example.com,9100623120,India,Karnataka,Bengaluru,2023-11-02,Active,Retail,93057.45,791
1158,Meera,Gupta,meera.gupta1158@example.com,9700886008,India,Maharashtra,Pune,2024-01-03,Inactive,Retail,75830.19,807
1159,Arjun,Nair,arjun.nair1159@example.com,9211823398,India,Maharashtra,Pune,2022-12-27,Active,Corporate,12773.87,657
1160,Sneha,Joshi,sneha.joshi1160@example.com,9334101666,India,Delhi,New Delhi,2023-09-02,Active,Retail,105723.93,492
1161,Sneha,Nair,sneha.nair1161@example.com,9591803397,India,Maharashtra,Pune,2021-04-06,Inactive,SME,138912.14,728
1162,Meera,Sharma,meera.sharma1162@example.com,9250392614,India,Karnataka,Bengaluru,2024-02-29,Active,Corporate,101878.21,726
1163,Kiran,Nair,kiran.nair1163@example.com,9218501631,India,Maharashtra,Pune,2024-05-24,Active,SME,60108.75,846
1164,Kiran,Sharma,kiran.sharma1164@example.com,9477358662,India,Delhi,New Delhi,2024-09-15,Active,SME,45011.54,576
1165,Neha,Reddy,neha.reddy1165@example.com,9142626551,India,Telangana,Hyderabad,2021-01-11,Inactive,Corporate,54627.71,588
1166,Sai,Patel,sai.patel1166@example.com,9126788861,India,Telangana,Hyderabad,2021-07-03,Active,Retail,89941.76,851
1167,Kiran,Nair,kiran.nair1167@example.com,9046618398,India,Karnataka,Bengaluru,2023-02-19,Active,Corporate,45868.56,702
1168,Priya,Reddy,priya.reddy1168@example.com,9264647154,India,Karnataka,Bengaluru,2024-07-04,Active,SME,30136.69,504
1169,Priya,Rao,priya.rao1169@example.com,9065965756,India,Delhi,New Delhi,2021-10-06,Active,SME,142144.56,552
1170,Sneha,Singh,sneha.singh1170@example.com,9265479356,India,Maharashtra,Pune,2023-03-16,Active,SME,30770.21,729
1171,Priya,Das,priya.das1171@example.com,9073741672,India,Maharashtra,Pune,2022-05-11,Active,Retail,107570.22,854
1172,Rohit,Reddy,rohit.reddy1172@example.com,9797968868,India,Telangana,Hyderabad,2023-01-07,Active,SME,89479.17,493
1173,Sai,Verma,sai.verma1173@example.com,9529096561,India,Telangana,Hyderabad,2021-07-21,Active,SME,112281.1,735
1174,Meera,Joshi,meera.joshi1174@example.com,9375679825,India,Telangana,Hyderabad,2023-09-16,Active,Corporate,138161.58,493
1175,Sai,Patel,sai.patel1175@example.com,9545738757,India,Telangana,Hyderabad,2023-06-17,Active,Corporate,48517.51,603
1176,Aarav,Reddy,aarav.reddy1176@example.com,9051238282,India,Maharashtra,Pune,2024-02-21,Active,Corporate,35546.48,657
1177,Arjun,Patel,arjun.patel1177@example.com,9266093796,India,Tamil Nadu,Chennai,2021-01-10,Active,Retail,42473.38,810
1178,Sai,Joshi,sai.joshi1178@example.com,,India,Tamil Nadu,Chennai,2023-12-17,Inactive,Corporate,89948.65,762
1179,Rohit,Joshi,rohit.joshi1179@example.com,9155792499,India,Telangana,Hyderabad,2024-10-08,Active,Retail,36547.34,509
1180,Priya,Singh,priya.singh1180@example.com,9286692966,India,Karnataka,Bengaluru,2023-09-24,Active,SME,137954.99,538
1181,Vivek,Patel,vivek.patel1181@example.com,9742257905,India,Telangana,Hyderabad,2023-09-20,Active,Corporate,144610.53,708
1182,Arjun,Gupta,arjun.gupta1182@example.com,9676772190,India,Karnataka,Bengaluru,2022-08-22,Active,Retail,81103.68,536
1183,Sneha,Joshi,sneha.joshi1183@example.com,9788191485,India,Delhi,New Delhi,2021-03-27,Active,Corporate,82406.64,667
1184,Sai,Verma,sai.verma1184@example.com,9407451713,India,Karnataka,Bengaluru,2024-04-19,Active,SME,91929.01,669
1185,Priya,Joshi,priya.joshi1185@example.com,9233095849,India,Delhi,New Delhi,2021-12-11,Active,SME,44602.57,743
1186,Rahul,Das,rahul.das1186@example.com,9126042232,India,Maharashtra,Pune,2022-05-22,Active,SME,59512.41,522
1187,Meera,Rao,meera.rao1187@example.com,9667116845,India,Tamil Nadu,Chennai,2023-09-27,Active,Retail,130467.26,883
1188,Neha,Reddy,neha.reddy1188@example.com,9751863637,India,Maharashtra,Pune,2022-10-24,Inactive,Corporate,82549.27,516
1189,Meera,Gupta,meera.gupta1189@example.com,9500170127,India,Tamil Nadu,Chennai,2021-01-02,Inactive,Corporate,31145.41,802
1190,Priya,Rao,priya.rao1190@example.com,9241541520,India,Tamil Nadu,Chennai,2024-07-05,Active,SME,113529.59,669
1191,Arjun,Reddy,arjun.reddy1191@example.com,9103712938,India,Tamil Nadu,Chennai,2021-01-20,Active,Corporate,122749.25,890
1192,Rohit,Patel,rohit.patel1192@example.com,9713611155,India,Maharashtra,Pune,2021-10-08,Active,Retail,96594.85,796
1193,Priya,Reddy,priya.reddy1193@example.com,9890927532,India,Tamil Nadu,Chennai,2024-06-15,Active,Retail,13916.52,501
1194,Priya,Reddy,priya.reddy1194@example.com,9965652341,India,Karnataka,Bengaluru,2024-02-08,Active,SME,91531.37,848
1195,Neha,Sharma,neha.sharma1195@example.com,9438983640,India,Karnataka,Bengaluru,2023-10-11,Active,Retail,75437.8,754
1196,Sai,Das,sai.das1196@example.com,9055269658,India,Karnataka,Bengaluru,2023-08-23,Inactive,Retail,3486.72,484
1197,Aarav,Rao,aarav.rao1197@example.com,9300684866,India,Tamil Nadu,Chennai,2021-06-18,Active,SME,92791.01,592
1198,Sai,Rao,duplicate@example.com,9183285691,India,Maharashtra,Pune,2023-06-15,Active,Retail,9627.99,494
1199,Rohit,Reddy,duplicate@example.com,9799042102,India,Telangana,Hyderabad,2021-12-02,Active,Corporate,78927.8,850
1200,Neha,Rao,neha.rao1200@example.com,9252410564,India,Delhi,New Delhi,2021-05-11,Active,SME,94502.39,704
1201,Sneha,Das,sneha.das1201@example.com,9507925241,India,Delhi,New Delhi,2024-10-12,Active,Retail,111376.21,451
1202,Aarav,Sharma,aarav.sharma1202@example.com,9307562208,India,Tamil Nadu,Chennai,2022-04-05,Active,Corporate,137462.36,613
1203,Rahul,Reddy,rahul.reddy1203@example.com,9951802380,India,Tamil Nadu,Chennai,2021-05-22,Inactive,Corporate,116255.59,609
1204,Kiran,Reddy,kiran.reddy1204@example.com,9870534949,India,Karnataka,Bengaluru,2023-08-09,Active,Corporate,149670.28,847
1205,Ananya,Das,ananya.das1205@example.com,9320603850,India,Maharashtra,Pune,2021-01-03,Active,Corporate,127501.89,822
1206,Rahul,Reddy,rahul.reddy1206@example.com,9383670241,India,Telangana,Hyderabad,2022-04-20,Inactive,SME,62545.46,640
1207,Sneha,Reddy,sneha.reddy1207@example.com,9918261990,India,Tamil Nadu,Chennai,2024-09-18,Inactive,Retail,44459.73,885
1208,Kiran,Nair,kiran.nair1208@example.com,9557431329,India,Telangana,Hyderabad,2021-11-15,Active,Corporate,70442.21,658
1209,Sai,Das,sai.das1209@example.com,9537474112,India,Maharashtra,Pune,2024-05-20,Active,Corporate,23100.25,814
1210,Ananya,Singh,ananya.singh1210@example.com,9680442067,India,Delhi,New Delhi,2024-02-01,Active,Corporate,16184.19,856
1211,Priya,Reddy,priya.reddy1211@example.com,9003236519,India,Delhi,New Delhi,2022-06-15,Inactive,Retail,4248.23,483
